|_unit_id|_created_at|_golden|_id|_missed|_started_at|_tainted|_channel|_trust|_worker_id|_country|_region|_city|_ip|word_or_shortphrase|instruction|tweet|tweet_no|tweet_no_rt|type_of_message|type_of_messageconfidence|word_or_shortphrase_gold
235|240632790|1/2/2013 15:21:47|False|797152530||1/2/2013 15:12:38|False|instagc|1.0|13975029|USA|SC|Swansea|204.116.173.21|New York's South Ferry and Whitehall St subway station|names a structure, road, service, line, etc. that is not working or has been damaged|RT @breakingstorm: Video: Hurricane Sandy damage at New York's South Ferry and Whitehall St subway station - @MTAInsider http://t.co/zMGGTSmX|36296|Video: Hurricane Sandy damage at New York's South Ferry and Whitehall St subway station - @MTAInsider http://t.co/zMGGTSmX|Informative: damage (building, road, lines, etc.)|0.7678|
236|240632790|1/2/2013 15:44:36|False|797164434||1/2/2013 15:42:37|False|golddiggergpt|0.9286|15038871|USA|FL|Port Richey|68.200.93.250|New York's South Ferry and Whitehall St subway station|names a structure, road, service, line, etc. that is not working or has been damaged|RT @breakingstorm: Video: Hurricane Sandy damage at New York's South Ferry and Whitehall St subway station - @MTAInsider http://t.co/zMGGTSmX|36296|Video: Hurricane Sandy damage at New York's South Ferry and Whitehall St subway station - @MTAInsider http://t.co/zMGGTSmX|Informative: damage (building, road, lines, etc.)|0.7678|
237|240632790|1/2/2013 15:47:22|False|797165760||1/2/2013 15:43:43|False|instagc|1.0|15124146|USA|CT|Norwalk|24.189.161.45|New York's South Ferry and Whitehall St subway station|names a structure, road, service, line, etc. that is not working or has been damaged|RT @breakingstorm: Video: Hurricane Sandy damage at New York's South Ferry and Whitehall St subway station - @MTAInsider http://t.co/zMGGTSmX|36296|Video: Hurricane Sandy damage at New York's South Ferry and Whitehall St subway station - @MTAInsider http://t.co/zMGGTSmX|Informative: damage (building, road, lines, etc.)|0.7678|
238|240632790|1/2/2013 15:56:29|False|797170711||1/2/2013 15:44:42|False|instagc|0.875|13864884|USA|KS|Buhler|64.6.130.175|at New York's South Ferry and Whitehall St subway station|names a structure, road, service, line, etc. that is not working or has been damaged|RT @breakingstorm: Video: Hurricane Sandy damage at New York's South Ferry and Whitehall St subway station - @MTAInsider http://t.co/zMGGTSmX|36296|Video: Hurricane Sandy damage at New York's South Ferry and Whitehall St subway station - @MTAInsider http://t.co/zMGGTSmX|Informative: damage (building, road, lines, etc.)|0.7678|
239|240632790|1/2/2013 16:23:55|False|797185809||1/2/2013 16:21:52|False|instagc|1.0|14853026|USA|PA|Mifflinville|72.79.132.143|New York's South Ferry and Whitehall St subway station|names a structure, road, service, line, etc. that is not working or has been damaged|RT @breakingstorm: Video: Hurricane Sandy damage at New York's South Ferry and Whitehall St subway station - @MTAInsider http://t.co/zMGGTSmX|36296|Video: Hurricane Sandy damage at New York's South Ferry and Whitehall St subway station - @MTAInsider http://t.co/zMGGTSmX|Informative: damage (building, road, lines, etc.)|0.7678|
240|240632791|1/2/2013 15:02:48|False|797143267||1/2/2013 14:58:46|False|instagc|0.875|14893322|USA|VA|Lynchburg|96.235.212.161|LBI house is at least still standing|names a structure, road, service, line, etc. that is not working or has been damaged|video confirmation that our LBI house is at least still standing. but the area is devastated. #LBI #sandy http://t.co/YhRdNtt9|35463|video confirmation that our LBI house is at least still standing. but the area is devastated. #LBI #sandy http://t.co/YhRdNtt9|Informative: damage (building, road, lines, etc.)|0.6762|
241|240632791|1/2/2013 15:07:04|False|797145550||1/2/2013 15:05:57|False|amt|1.0|5112203|USA|MD|Baltimore|72.81.233.17|LBI house|names a structure, road, service, line, etc. that is not working or has been damaged|video confirmation that our LBI house is at least still standing. but the area is devastated. #LBI #sandy http://t.co/YhRdNtt9|35463|video confirmation that our LBI house is at least still standing. but the area is devastated. #LBI #sandy http://t.co/YhRdNtt9|Informative: damage (building, road, lines, etc.)|0.6762|
242|240632791|1/2/2013 15:16:12|False|797149993||1/2/2013 15:14:31|False|instagc|1.0|12960437|USA|WV|Point Pleasant|173.81.178.140|hurricane #sandy|names a structure, road, service, line, etc. that is not working or has been damaged|video confirmation that our LBI house is at least still standing. but the area is devastated. #LBI #sandy http://t.co/YhRdNtt9|35463|video confirmation that our LBI house is at least still standing. but the area is devastated. #LBI #sandy http://t.co/YhRdNtt9|Informative: damage (building, road, lines, etc.)|0.6762|
243|240632791|1/2/2013 15:19:42|False|797151866||1/2/2013 15:16:10|False|instagc|1.0|15079559|USA|FL|Spring Hill|173.168.211.177|LBI house|names a structure, road, service, line, etc. that is not working or has been damaged|video confirmation that our LBI house is at least still standing. but the area is devastated. #LBI #sandy http://t.co/YhRdNtt9|35463|video confirmation that our LBI house is at least still standing. but the area is devastated. #LBI #sandy http://t.co/YhRdNtt9|Informative: damage (building, road, lines, etc.)|0.6762|
244|240632791|1/2/2013 15:46:42|False|797165476||1/2/2013 15:44:37|False|golddiggergpt|0.9286|15038871|USA|FL|Port Richey|68.200.93.250|LBI house|names a structure, road, service, line, etc. that is not working or has been damaged|video confirmation that our LBI house is at least still standing. but the area is devastated. #LBI #sandy http://t.co/YhRdNtt9|35463|video confirmation that our LBI house is at least still standing. but the area is devastated. #LBI #sandy http://t.co/YhRdNtt9|Informative: damage (building, road, lines, etc.)|0.6762|
245|240632791|1/2/2013 16:11:13|False|797178187||1/2/2013 16:08:31|False|instagc|1.0|13787089|USA|NY|Cortland|67.249.98.252|LBI house|names a structure, road, service, line, etc. that is not working or has been damaged|video confirmation that our LBI house is at least still standing. but the area is devastated. #LBI #sandy http://t.co/YhRdNtt9|35463|video confirmation that our LBI house is at least still standing. but the area is devastated. #LBI #sandy http://t.co/YhRdNtt9|Informative: damage (building, road, lines, etc.)|0.6762|
246|240632791|1/2/2013 16:13:26|False|797179585||1/2/2013 16:11:15|False|instagc|1.0|13787089|USA|NY|Cortland|67.249.98.252|LBI house|names a structure, road, service, line, etc. that is not working or has been damaged|video confirmation that our LBI house is at least still standing. but the area is devastated. #LBI #sandy http://t.co/YhRdNtt9|35463|video confirmation that our LBI house is at least still standing. but the area is devastated. #LBI #sandy http://t.co/YhRdNtt9|Informative: damage (building, road, lines, etc.)|0.6762|
247|240632792|1/2/2013 15:11:18|False|797147826||1/2/2013 15:06:03|False|instagc|0.75|14475081|USA|TN|Dunlap|98.143.6.78|parts of NYC|names a structure, road, service, line, etc. that is not working or has been damaged|RT @rdevro: Bloomberg says power could be out in parts of NYC for three days or more; 750000 currently going without. #sandy|67667|Bloomberg says power could be out in parts of NYC for three days or more; 750000 currently going without. #sandy|Informative: damage (building, road, lines, etc.)|1.0|
248|240632792|1/2/2013 15:23:46|False|797153419||1/2/2013 15:20:55|False|instagc|0.8|13651583|USA|MN|Virginia|173.21.170.197|power could be out in parts of NYC|names a structure, road, service, line, etc. that is not working or has been damaged|RT @rdevro: Bloomberg says power could be out in parts of NYC for three days or more; 750000 currently going without. #sandy|67667|Bloomberg says power could be out in parts of NYC for three days or more; 750000 currently going without. #sandy|Informative: damage (building, road, lines, etc.)|1.0|
249|240632792|1/2/2013 15:40:35|False|797161950||1/2/2013 15:38:13|False|golddiggergpt|0.9286|15038871|USA|FL|Port Richey|68.200.93.250|power|names a structure, road, service, line, etc. that is not working or has been damaged|RT @rdevro: Bloomberg says power could be out in parts of NYC for three days or more; 750000 currently going without. #sandy|67667|Bloomberg says power could be out in parts of NYC for three days or more; 750000 currently going without. #sandy|Informative: damage (building, road, lines, etc.)|1.0|
250|240632792|1/2/2013 15:40:44|False|797162015||1/2/2013 15:37:17|False|instagc|1.0|15124146|USA|CT|Norwalk|24.189.161.45|parts of NYC|names a structure, road, service, line, etc. that is not working or has been damaged|RT @rdevro: Bloomberg says power could be out in parts of NYC for three days or more; 750000 currently going without. #sandy|67667|Bloomberg says power could be out in parts of NYC for three days or more; 750000 currently going without. #sandy|Informative: damage (building, road, lines, etc.)|1.0|
251|240632792|1/2/2013 15:41:26|False|797162312||1/2/2013 15:37:56|False|instagc|1.0|14296101|USA|MN|Buffalo|216.105.230.23|750000 currently going without. #sandy|names a structure, road, service, line, etc. that is not working or has been damaged|RT @rdevro: Bloomberg says power could be out in parts of NYC for three days or more; 750000 currently going without. #sandy|67667|Bloomberg says power could be out in parts of NYC for three days or more; 750000 currently going without. #sandy|Informative: damage (building, road, lines, etc.)|1.0|
252|240632792|1/2/2013 16:19:02|False|797183031||1/2/2013 16:16:52|False|instagc|1.0|14853026|USA|PA|Mifflinville|72.79.132.143|parts of NYC|names a structure, road, service, line, etc. that is not working or has been damaged|RT @rdevro: Bloomberg says power could be out in parts of NYC for three days or more; 750000 currently going without. #sandy|67667|Bloomberg says power could be out in parts of NYC for three days or more; 750000 currently going without. #sandy|Informative: damage (building, road, lines, etc.)|1.0|
253|240632792|1/2/2013 16:27:56|False|797188708||1/2/2013 16:21:01|False|cbf|0.75|7762692|USA|SC|Seneca|69.59.88.93|NYC power out|names a structure, road, service, line, etc. that is not working or has been damaged|RT @rdevro: Bloomberg says power could be out in parts of NYC for three days or more; 750000 currently going without. #sandy|67667|Bloomberg says power could be out in parts of NYC for three days or more; 750000 currently going without. #sandy|Informative: damage (building, road, lines, etc.)|1.0|
278|240632796|1/2/2013 15:05:53|False|797145022||1/2/2013 15:03:57|False|instagc|0.9167|13441146|USA|GA|Cleveland|98.18.123.70|2 missing boys|indicates who is missing or has been found|Omg theres 2 missing boys from sandy  they got swept away in the water ...|16355|Omg theres 2 missing boys from sandy  they got swept away in the water ...|Informative: people missing, or lost people found|0.7936|
279|240632796|1/2/2013 15:12:36|False|797148446||1/2/2013 15:05:57|False|instagc|1.0|13975029|USA|SC|Swansea|204.116.173.21|2 missing boys|indicates who is missing or has been found|Omg theres 2 missing boys from sandy  they got swept away in the water ...|16355|Omg theres 2 missing boys from sandy  they got swept away in the water ...|Informative: people missing, or lost people found|0.7936|
280|240632796|1/2/2013 15:13:12|False|797148617||1/2/2013 15:11:30|False|instagc|1.0|12960437|USA|WV|Point Pleasant|173.81.178.140|omg theres 2 missing boys from sandy|indicates who is missing or has been found|Omg theres 2 missing boys from sandy  they got swept away in the water ...|16355|Omg theres 2 missing boys from sandy  they got swept away in the water ...|Informative: people missing, or lost people found|0.7936|
281|240632796|1/2/2013 15:14:39|False|797149309||1/2/2013 15:06:57|False|instagc|0.875|14893322|USA|VA|Lynchburg|96.235.212.161|2 missing boys|indicates who is missing or has been found|Omg theres 2 missing boys from sandy  they got swept away in the water ...|16355|Omg theres 2 missing boys from sandy  they got swept away in the water ...|Informative: people missing, or lost people found|0.7936|
282|240632796|1/2/2013 15:17:00|False|797150440||1/2/2013 15:11:33|False|instagc|0.75|14475081|USA|TN|Dunlap|98.143.6.78|2 missing boys|indicates who is missing or has been found|Omg theres 2 missing boys from sandy  they got swept away in the water ...|16355|Omg theres 2 missing boys from sandy  they got swept away in the water ...|Informative: people missing, or lost people found|0.7936|
283|240632796|1/2/2013 16:00:33|False|797172508||1/2/2013 15:58:01|False|golddiggergpt|0.9286|15038871|USA|FL|Port Richey|68.200.93.250|2 missing boys|indicates who is missing or has been found|Omg theres 2 missing boys from sandy  they got swept away in the water ...|16355|Omg theres 2 missing boys from sandy  they got swept away in the water ...|Informative: people missing, or lost people found|0.7936|
284|240632796|1/2/2013 16:11:26|False|797178396||1/2/2013 15:56:56|False|instagc|0.875|13864884|USA|KS|Buhler|64.6.130.175|2 missing boys|indicates who is missing or has been found|Omg theres 2 missing boys from sandy  they got swept away in the water ...|16355|Omg theres 2 missing boys from sandy  they got swept away in the water ...|Informative: people missing, or lost people found|0.7936|
285|240632796|1/2/2013 16:16:50|False|797181707||1/2/2013 16:14:13|False|instagc|1.0|14853026|USA|PA|Mifflinville|72.79.132.143|2 missing boys|indicates who is missing or has been found|Omg theres 2 missing boys from sandy  they got swept away in the water ...|16355|Omg theres 2 missing boys from sandy  they got swept away in the water ...|Informative: people missing, or lost people found|0.7936|
286|240632796|1/2/2013 16:20:55|False|797184244||1/2/2013 16:13:48|False|cbf|0.75|7762692|USA|SC|Seneca|69.59.88.93|Boys|indicates who is missing or has been found|Omg theres 2 missing boys from sandy  they got swept away in the water ...|16355|Omg theres 2 missing boys from sandy  they got swept away in the water ...|Informative: people missing, or lost people found|0.7936|
287|240632796|1/2/2013 16:27:06|False|797188138||1/2/2013 16:21:52|False|instagc|1.0|15121139|USA|IN|South Bend|70.224.42.226|2 missing boys|indicates who is missing or has been found|Omg theres 2 missing boys from sandy  they got swept away in the water ...|16355|Omg theres 2 missing boys from sandy  they got swept away in the water ...|Informative: people missing, or lost people found|0.7936|
288|240632797|1/2/2013 15:01:01|False|797142378||1/2/2013 14:57:46|False|instagc|0.75|14452255|USA|AL|Elmore|68.207.200.230|38|indicates who has (or how many people have) been injured or dead|"Sandy death toll climbs to 38; millions affected by storm's devastation: Editor's note: Click the ""Play"" button ... http://t.co/SypLnUSw"|30424|"Sandy death toll climbs to 38; millions affected by storm's devastation: Editor's note: Click the """"Play"""" button ... http://t.co/SypLnUSw"|Informative: casualties (people injured or dead)|1.0|
