|sentence|appeal-code
2970|Official reports from the province of Esmeraldas estimated that 5,899 families (23,955 people) were directly affected; 70 per cent were evacuated to collective centres.|MDREC011
2971|The families who returned to their homes lost or suffered damage to between 50 per cent and 80 per cent of their belongings.|MDREC011
2972|According to Status Report 1 and the ERC’s final mission report, the road infrastructure, housing, containment walls, productivity, electrical systems, and potable water systems were mainly affected.|MDREC011
2973|The Ministry of Agriculture, Livestock, Aquaculture, and Fisheries (MAGAP) reported that more than 2,000 farmers lost their crops, while 80 per cent of tourism was affected because provincial authorities had to suspend Carnival activities, which are essential to the local economy.|MDREC011
2974|On 1 February 2016, the decentralized local government of Rioverde canton and the mayor of Atacames asked the Ecuadorian Red Cross to provide support to the families affected by floods in the province of Esmeraldas and reduce the impact of the flooding on the affected areas.|MDREC011
2975|The emergency operation had to be extended for one additional month due to the 7.8 earthquake that shook northern Ecuador on 16 April 2016, which led first the declaration of a state of national exception to ensure order and later to a state of emergency; response teams were deployed to affected areas to initiate first response actions and provide humanitarian assistance.|MDREC011
2976|This operation's actions resumed after a few weeks.|MDREC011
2987|According to official data from the government of Ecuador, approximately one million Venezuelans entered the country in 2018.|MDREC013
2988|Around 80 per cent have continued their journey south and 20 per cent have decided to remain in the country for the medium or long term to save money to send back to relatives and later continue on their journey, or permanently settle in the country with their family seeking to obtain employment, education and other rights available in the country.|MDREC013
2989|"The UN has identified that close to 20 per cent of newly arrived Venezuelans ""evidence specific protection needs and other vulnerabilities, including at-risk women and children, singleparent households or people with disabilities, and urgently require assistance.”"|MDREC013
2990|"Venezuelan women and girls, who account for 40 per cent of migrants, face the primary risk of sexual violence, ""particularly sex for survival and human trafficking""."|MDREC013
2991|According to data collected by UN High Commissioner for Refugees (UNHCR) and International Organization for Migrants (IOM) from national migration authorities and other sources, countries in Latin America and the Caribbean have taken in some 2.7 million Venezuelans in 2018, while other regions have taken in some 700 thousand.|MDREC013
2992|This translates into an average of 5,000 people per day who have departed Venezuela.|MDREC013
2993|Ecuador has reported 221,000 refugees and migrants from Venezuela, making it the country hosting the fourth largest migrant population, preceded by Colombia with more than 1,100,000, Peru with 506,000 and Chile with 288,000.|MDREC013
2994|While human mobility flows have decreased since the beginning of the operation, the flow of migrants continues.|MDREC013
3001|On the 26th of October 2016, heavy rains and flooding affected the Upper Egypt and the Red Sea coast, damaging more than 6,500 families at the governorates of South Sinai, Red Sea, Sohag, Qena, and Assuit; the floods left more than 72 people injured and led to the death of more than 26 people.|MDREG013
3002|The heavy rained coupled with exceptionally high winds forced the government to close both ports in Suez and Said, and led to the closure of schools and blockage of roads.|MDREG013
3003|This heavy rains led as well to house damages and power cut across the Red Sea governorate.|MDREG013
3085|Heavy rains and corresponding flash floods as a result of the El Niño phenomenon and the regular Belg rains (March – May) occurred in the Eastern and Southern parts of Ethiopia in April 2016.|MDRET017
3086|The Belg rains, though late in onset, were heavier than usual both in terms of intensity and geographic coverage.|MDRET017
3087|The first reports of flash floods and subsequent displacements of communities, especially in Somali region, was reported and responded to from 7 April.|MDRET017
3088|The rains intensified and spread during the following weeks, with the latest flash floods on 4 May 2016 affecting and displacing residents in Oromia region namely in West Harerghe zone (Hawi Gudina woreda) and Arsi zone (Seru woreda and Chole woreda).|MDRET017
3089|An assessment conducted by ERCS branch officers immediately after the occurrence of the disaster indicated that in West Harerghe zone of Hawi Gudina woreda eight people died, five were injured and 3,179 heads of livestock lost.|MDRET017
3090|In Arsi zone Seru woreda, the heavy rains and flash floods resulted in the displacement of 1500 households and in Chole woreda, 405 households were displaced and 17 houses destroyed In addition, the April-May flooding devastated many areas that are currently suffering from a drought that has put 10.2 million people in need of assistance in most regions of the country.|MDRET017
3097|On 8 September 2017, rainfall attributed to the Kiremt rains began falling in Ethiopia, leading to extensive flooding.|MDRET018
3098|The Ambeira zone in Afar region, as well as special zones surrounding Addis Ababa (the capital), Jima, South-east Shewa, and South-west Shewa in the Oromia region were worst affected by the rains and flooding.|MDRET018
3099|It was estimated that a total of 18,628 households (HHs) or (93,140 people) where affected, of which 7,270 HHs (36,350 people) had been displaced.|MDRET018
3100|In the background of these recent floods, the situation was further complicated by an escalation of the civil unrest along the Oromia and Somali border, which stretches more than 1,000km.|MDRET018
3101|Indeed, ethnic clashes led to the displacement of more than 45,000 HHs (225,000 people) from Oromia and Somali regions, including the neighbouring Hareri region.|MDRET018
3102|The floods and conflict affected the same areas in Oromia and Somali regions, therefore creating a complex situation.|MDRET018
3103|To support Ethiopia Red Cross in responding to these floods, on 22 September 2017, the International Federation of Red Cross and Red Crescent Societies (IFRC), through its Disaster Relief Emergency Fund (DREF) launched an operation for CHF 269,051 to reach 2,103 households or 10,515 people with provision of essential emergency relief and shelter assistance for a period of three months.|MDRET018
3104|However, on 20 December 2017, the operation was extended by two months through an operations update, bringing the operational timeframe to five months.|MDRET018
3105|Indeed, this no-cost timeframe extension was to enable completion of procurement of Emergency Shelter/NFI kits and to allow ERCS to reallocate 27,773.41 Swiss francs planned for the “Inception workshop”, “monitoring and distribution” and “transportation” budget lines to offset the projected over expenditure under ES/NFI procurement caused by increase in prices on the local market.|MDRET018
